Time,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConstructionOutput_TNH,ConstructionOutput_ANW,ConstructionOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,OvernightVisits,Spending,Scot_IncComp,Scot_GDP,Scot_LabourProductivity,Scot_RetailSales,Scot_CSI_current,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
Tcode,5,1,1,5,1,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
lag ,0,2,2,2,1,0,1,2,2,2,2,2,3,3,4,4,5,5,2,5,1,1,1,0,0,2,0,0,0,0,0,0,0,0
2005,0.00093,73.1,4.7,0.002839061,-99999999,3.1,-99999999,-0.007563256,-0.005942549,0.003586267,5.5,73.3,-99999999,0.003424153,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000238993,0.00581135,-99999999,-99999999,-99999999,-99999999,-0.003495781,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.25,0.01317,72.9,4.8,0.014203269,-99999999,3.1,-99999999,0.025084343,0.019976683,0.014401703,5.5,72.9,-99999999,0.001621109,-99999999,-99999999,-99999999,-99999999,-99999999,0.003162131,0.009197168,-99999999,-99999999,-99999999,-99999999,0.111061213,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.5,0.00037,73,4.7,0.0066422,-99999999,3.1,-99999999,0.008230717,0.007084896,0.006685541,5.4,73.1,-99999999,0.005307127,-99999999,-99999999,-99999999,-99999999,-99999999,0.004839062,0.002466719,-99999999,-99999999,-99999999,-99999999,0.020154443,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.75,-0.00066,72.7,5.1,0.002789834,-99999999,3.1,-99999999,-0.014367285,0.006048119,0.004400527,5.1,73.1,-99999999,0.000319569,-99999999,-99999999,-99999999,-99999999,-99999999,0.005491938,0.013678862,-99999999,-99999999,-99999999,-99999999,0.004766947,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006,0.00802,72.9,5.2,0.003567892,-99999999,3.1,-99999999,-0.010808148,0.013195923,0.02279811,5.4,72.9,-99999999,0.001435158,-99999999,-99999999,-99999999,-99999999,-99999999,0.004403364,0.00456883,-99999999,-99999999,-99999999,-99999999,0.006934203,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006.25,0.01259,72.8,5.5,0.01753029,-99999999,3.1,-99999999,-0.010493532,0.011062607,-0.001119935,5.6,72.7,-99999999,0.001271727,-99999999,-99999999,-99999999,-99999999,-99999999,0.001723385,0.003514908,-99999999,-99999999,-99999999,-99999999,0.077381323,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006.5,0.00892,72.8,5.5,0.011602903,-99999999,3.1,-99999999,-0.004746435,0.023389104,0.026564459,5,73.5,-99999999,-0.000476461,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000269392,0.000699581,-99999999,-99999999,-99999999,-99999999,0.048122396,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2006.75,0.00919,72.7,5.5,0.010141098,-99999999,3,-99999999,-0.027710676,-0.015380456,-0.008675524,5.1,74.2,-99999999,0.000476461,-99999999,-99999999,-99999999,-99999999,-99999999,0.003753838,0.007018404,-99999999,-99999999,-99999999,-99999999,0.010351633,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2007,0.00872,72.5,5.5,0.004441011,-99999999,2.8,-99999999,0.010677336,0.004904925,0.004131069,5,74.5,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,0.000471487,0.004937492,-99999999,-99999999,-99999999,-99999999,0.010785202,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2007.25,0.01521,72.7,5.4,0.018354984,-99999999,2.7,-99999999,-0.004364805,0.008192497,0.00015225,4.6,74.9,-99999999,0.001268014,-99999999,-99999999,-99999999,-99999999,-99999999,-7.89E-05,0.002728145,-99999999,-99999999,-99999999,-99999999,0.094576533,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2007.5,0.00551,72.7,5.3,0.00850152,-99999999,2.6,-99999999,-0.015307117,-0.002713697,-0.007059359,4.9,74.2,-99999999,0.002052659,-99999999,-99999999,-99999999,-99999999,-99999999,0.003017312,0.005389131,-99999999,-99999999,-99999999,-99999999,2.79E-03,-99999999,-99999999,-99999999,-1.00E+08,-99999999,-99999999,-99999999,-99999999
2007.75,-0.00041,72.9,5.2,-0.001920343,-99999999,2.5,-99999999,-0.026085568,-0.018392372,0.00108168,4.8,74.3,-99999999,0.000157496,-99999999,-99999999,-99999999,-99999999,-99999999,0.004093405,0.012230839,-99999999,-99999999,-99999999,-99999999,-1.81E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008,-0.01099,73,5.2,-0.014823677,-99999999,2.4,-99999999,-0.003460532,0.008651571,0.010520549,4.7,74.3,-99999999,0.002355608,-99999999,-99999999,-99999999,-99999999,-99999999,0.001879163,-0.002094213,-99999999,-99999999,-99999999,-99999999,-0.013601462,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008.25,-0.0119,72.9,5.4,-0.002415421,-99999999,2.6,-99999999,0.023663918,0.028790961,0.018288786,4.2,74.3,0.00074557,0.001563337,-99999999,-99999999,-99999999,-99999999,-99999999,0.001304445,0.007817386,0.003642995,-99999999,-99999999,-99999999,0.026533724,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008.5,-0.02385,72.4,5.9,-0.024999195,-99999999,3,-99999999,-0.021584292,0,-0.008311412,4.7,73.9,0,-0.001250219,-99999999,-99999999,-99999999,-99999999,-99999999,-0.005311023,0.000171784,0.004126344,-99999999,-99999999,-99999999,-0.066706157,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2008.75,-0.02256,72.2,6.4,-0.027965513,-99999999,3.5,-99999999,-0.048223328,-0.056648399,-0.03397765,5.2,73.3,0.001487311,-0.006623356,-99999999,-99999999,-99999999,-99999999,-99999999,-0.004405491,-0.00010931,-0.001027916,-99999999,-99999999,-99999999,-0.051553133,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2009,-0.02017,71.7,7.1,-0.017907778,-99999999,4.3,-99999999,-0.030405029,-0.041415519,-0.035651877,6,73.1,0.00074175,-0.004954287,-99999999,-99999999,-99999999,-99999999,-99999999,-0.002308286,0.001185319,0.007144841,-99999999,-99999999,-99999999,-0.000318936,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2009.25,0.01246,70.8,7.8,0.014132308,-99999999,4.6,-99999999,-0.009213922,-0.011452906,-0.008551785,7.1,72,-0.004469622,-0.007457274,-99999999,-99999999,-99999999,0.181346335,-99999999,-0.003966483,0.00065366,0.002019978,-99999999,-99999999,-99999999,0.049063805,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2009.5,0.01684,70.6,7.8,0.015382116,-99999999,4.8,-99999999,0.010868379,-0.008858143,0.003336016,7.2,71.8,-0.00225218,0.00097998,-99999999,-99999999,-99999999,0.258279644,-99999999,0.001741986,0.000435227,0.002511832,-99999999,-99999999,-99999999,-0.00244506,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-1.00E+08,-99999999
2009.75,0.00528,70.6,7.8,0.007211167,-99999999,4.9,-99999999,-0.027258795,-0.009580414,-0.023908857,7.6,71.5,0.001502751,-0.006575364,-99999999,-99999999,-99999999,-0.239629742,-99999999,0.000774457,-0.004733119,0.004980496,-99999999,-99999999,-99999999,0.009897055,-99999999,-99999999,-99999999,-99999999,-99999999,-1.00E+08,-1.00E+08,-99999999
2010,0.00206,70.2,8,-0.000526538,-99999999,5,-99999999,0.06355727,-0.005106378,0.014562346,8.3,69.9,-0.000750725,-0.003826408,-99999999,-99999999,-99999999,-0.336045686,-99999999,0.000853116,-0.002504507,0.004434129,-99999999,-99999999,-99999999,-0.031615361,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2010.25,0.01528,70.4,7.9,0.009747641,-99999999,4.9,-99999999,0.06135855,0.045800372,0.03934057,8.4,70.1,-0.003015946,0.000167068,-99999999,-99999999,-99999999,0.405011187,-99999999,0.005572812,0.000426313,0.003903797,-99999999,-99999999,-99999999,0.040686267,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2010.5,-0.00353,70.7,7.8,0.003234618,-99999999,4.9,-99999999,-0.017797631,0.012343587,0.046562721,8.4,70.7,-0.004563557,-0.00066866,-99999999,-99999999,-99999999,0.210602886,-99999999,0.003423277,0.002015364,0.003869019,-99999999,-99999999,-99999999,-0.003676093,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-1.00E+08,-99999999
2010.75,-0.01152,70.4,7.9,-0.01085383,-99999999,5.1,-99999999,-0.03902468,-0.021487572,-0.025677887,7.9,71.2,-0.003069232,0.00116948,-99999999,-99999999,-99999999,-0.343290306,-99999999,-0.00179647,-0.002979112,0.002879311,-99999999,-99999999,-99999999,-0.030352354,-99999999,-1.00E+08,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2011,-0.00158,70.5,7.8,-0.007934481,-99999999,5,-99999999,-0.046639729,-0.01142402,0.003399925,7.9,71,0.002303955,0.005965222,-99999999,-99999999,-99999999,-0.291748552,-99999999,0.004292186,0.007573045,0.00190899,-99999999,-99999999,-99999999,-0.028021466,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2011.25,0.01157,70.5,7.9,0.005482454,-99999999,5,-99999999,0.036725984,0.044597677,-0.041969067,7.9,71.6,-0.011643981,-0.002972369,-99999999,-99999999,-99999999,0.350610832,0.006764161,0.001539501,0.00345239,0.003792989,-99999999,-99999999,-99999999,0.039146168,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004563977,-99999999
2011.5,-0.00044,70.1,8.3,0.004611272,-99999999,5.2,-99999999,-0.025408374,-0.007289171,0.034754909,8.1,71,-0.006340178,0.003136906,-99999999,-99999999,-99999999,0.310643362,-0.014539653,0.001476574,0.0020921,0.000471803,-99999999,-99999999,-99999999,5.63E-03,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005292278,-99999999
2011.75,-0.00475,70.2,8.4,-0.006440648,-99999999,5.2,-99999999,-0.002652241,-0.025858106,-0.013304014,8.6,70.9,-0.002401635,-0.007633955,-99999999,-99999999,-99999999,-0.254868502,-0.035265315,0.001047212,0.006609652,0.006551981,-99999999,-99999999,-99999999,-4.67E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001758063,-99999999
2012,-0.00547,70.5,8.2,-0.002870421,-99999999,5.1,-99999999,-0.038602735,-0.063329269,-0.042558639,8.2,71.2,0.000802021,0.009603548,-99999999,-99999999,-99999999,-0.366407268,0.121839039,0.004170801,0.001328026,-0.00186193,-99999999,-99999999,-99999999,-0.004077794,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002803115,-99999999
2012.25,0.00592,70.9,8,0.010604238,-99999999,5.1,-99999999,0.025313352,0.002450874,8.75E-05,8,71.4,-0.002410521,-0.00246339,-99999999,-99999999,-99999999,0.41782581,-0.035127932,-0.002812919,0.006520522,-0.001869947,-99999999,-99999999,-99999999,0.023248401,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,1.78E-03,-99999999
2012.5,-0.00276,71.1,7.9,0.000627726,-99999999,5,-99999999,-0.012784138,-0.001790425,0.011584913,8.2,70.4,-0.002423975,-0.003140488,-99999999,-99999999,-99999999,0.159814539,-0.011750337,0.000966641,0.002324217,0.006048119,-99999999,-99999999,-99999999,-0.019974391,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002624299,-99999999
2012.75,-0.00262,71.4,7.8,-0.003719569,-99999999,4.9,-99999999,0.001226452,0.018941641,-0.00069893,7.6,70.9,-0.001623533,-0.00266235,-99999999,-99999999,-99999999,-0.388008458,-0.035416657,0.004844312,0.003133483,0.002303955,-99999999,-99999999,-99999999,-0.029382564,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00438972,-99999999
2013,0.00035,71.2,7.8,-0.000415284,-99999999,4.9,-99999999,-0.060261143,-0.041224636,-0.034605206,7.2,71.8,0.002433029,0.000500435,-99999999,-99999999,-99999999,-0.114136302,0.07127894,0.000740048,0.008333367,0.007743264,-99999999,-99999999,-99999999,-0.006757102,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003294625,-99999999
2013.25,0.01115,71.3,7.7,0.010110556,-99999999,4.8,-99999999,0.073843774,0.058413857,0.042087286,7.3,72.1,-0.002433029,0.00282496,-99999999,-99999999,-99999999,0.37316748,0.017518257,0.002339303,0.003851004,0.006274746,-0.1,-99999999,-99999999,0.046382053,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003871201,-99999999
2013.5,0.0093,71.7,7.6,0.008576069,-99999999,4.4,-99999999,-0.005538767,0.042936942,0.027776191,7.4,72.6,-0.000814048,0.005758867,-99999999,-99999999,-99999999,0.221428866,-0.014360197,0.00214589,0.006366824,0.007936567,8.5,-99999999,-99999999,0.005167674,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006411309,-99999999
2013.75,0.00887,72,7.2,0.004594345,-99999999,4.1,-99999999,0.018122227,0.01460393,-0.007829577,7.2,72.6,0.000814048,0.004067219,-99999999,-99999999,-99999999,-0.364896509,-0.049260819,0.001618345,0.004679867,0.002179104,5.5,-99999999,-99999999,-0.005952604,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003997233,-99999999
2014,0.00907,72.5,6.8,0.003805254,-99999999,3.6,-99999999,-0.033762929,-0.023331131,-0.012346381,6.3,73.4,0.000812525,-0.000972664,-99999999,-99999999,-99999999,-0.36908893,0.079991136,0.003971317,0.006509299,-0.003053816,11.9,-99999999,-99999999,-0.002902218,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002605558,-99999999
2014.25,0.02006,72.8,6.3,0.017867914,-99999999,3.3,-99999999,0.051349204,0.036766294,0.033483119,6.4,73.4,-0.000812525,0.006603529,-99999999,-99999999,-99999999,0.579928282,-0.01255119,0.00394068,0.00573828,0.000874712,16,-99999999,-99999999,0.052253616,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00352598,-99999999
2014.5,0.00524,73,6,0.011591882,-99999999,3.1,-99999999,0.000609972,0.027943145,0.027259068,6.1,73.7,-0.001629625,0.00445271,-99999999,-99999999,-99999999,0.22373586,-0.030498101,0.005397273,0.004006956,-0.002190093,15,-99999999,-99999999,0.010163502,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008124293,-99999999
2014.75,0.00044,73.2,5.7,-0.001060812,-99999999,2.9,-99999999,-0.003734403,0.020919956,0.004823993,5.3,74.3,0.000815577,-0.002697983,-99999999,-99999999,-99999999,-0.375020373,-0.024366816,0.001866008,0.001429766,0.00567143,10.2,-0.001275987,0.006656606,-0.01599243,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005248696,-99999999
2015,-0.001,73.4,5.5,-0.000299319,-99999999,2.8,-99999999,-0.037494994,0.008338463,0.005844912,5.8,74.7,0,-0.000796725,-99999999,-99999999,-99999999,-0.322331945,0.096663418,0.002290993,-0.000707614,-0.007431491,6,0.009825129,-0.001207001,0.052300347,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003580349,-99999999
2015.25,0.01292,73.4,5.6,0.01177724,-99999999,2.7,-99999999,0.062229891,0.069924373,0.059873886,5.7,73.9,-0.000815577,-0.00015952,-99999999,-99999999,-99999999,0.455236635,-0.017276783,-0.00115613,-0.002479048,0.003950154,8.3,0.003704597,-0.001208459,-0.020715049,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003456867,-99999999
2015.5,0.00328,73.8,5.3,0.012155805,-99999999,2.7,-99999999,-0.020316005,0.046352078,0.048856159,6.2,74,-0.000817111,0.001274526,-99999999,-99999999,-99999999,0.176940913,-0.026214876,-0.001249851,-0.001791019,-0.000874712,4.2,0.001512307,0.001208459,0.009612629,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003279506,-99999999
2015.75,0.0029,74.1,5.1,0.00539855,-99999999,2.6,-99999999,0.025481196,-0.000404811,0.001145242,5.6,74.8,0.000817111,-0.001115006,-99999999,-99999999,-99999999,-0.366894601,-0.04429239,0.000236994,0.008525022,0.001747666,0.5,-0.000415208,0.011408109,-0.011289572,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001886887,-99999999
2016,0.00334,74.1,5.1,0.005782963,-99999999,2.6,-99999999,0.001823243,-0.041946664,-0.032130106,5.9,73.4,0.000815577,0.002068452,-99999999,-99999999,-99999999,-0.228560944,0.088714895,0.001045939,-0.001112897,0,0.5,0.002400107,0.004170396,-0.003362345,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001192132,-99999999
2016.25,0.01224,74.4,4.9,0.010780347,-99999999,2.7,-99999999,0.053506313,0.020786617,0.015516644,5.2,73.9,-0.001632688,0.000317351,-99999999,-99999999,-99999999,0.485319585,-0.000273571,-0.000920604,0.006491266,-0.002624144,0.8,0.000643596,0.002968242,0.028899795,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001888199,-99999999
2016.5,0.00446,74.4,4.8,0.00391892,-99999999,2.7,-99999999,-0.002597536,0.019209217,0.017626933,4.9,73.3,-0.001638849,-0.00286454,-99999999,-99999999,-99999999,0.171598787,-0.028791986,0.00237421,0.008143543,0.006530867,-6.6,0.000769472,0.0035503,0.002114979,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00149098,-99999999
2016.75,-0.00086,74.6,4.7,0.001379832,-99999999,2.7,-99999999,0.016217657,-0.012878309,-0.011565323,4.7,73.9,0.000820198,0.001593743,-99999999,-99999999,-99999999,-0.407613209,-0.035127779,-0.001321217,0.00019235,0.001725104,-7.9,1.40E-03,0.000590493,-1.67E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00059577,-99999999
2017,0.00153,74.8,4.6,-0.000531315,-99999999,2.7,-99999999,-0.004506967,-0.009435673,-0.007725192,4.2,74.3,0.000818651,0.007413233,-99999999,-99999999,-99999999,-0.192180955,0.10493912,0.005514533,0.006047438,0.003429787,-6.4,0.000188079,0.002358492,-0.009615459,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001390683,-99999999
2017.25,0.00689,75.1,4.4,0.013111469,-99999999,2.7,-0.071837121,0.053010333,0.005403817,-0.000935135,3.9,75.1,-0.000818651,-0.002352206,-99999999,-99999999,0.296511592,0.575799221,-0.042280008,0.002434866,0.003839162,0.005516272,-6.1,0.004024814,0.015196084,0.048118587,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000993542,-99999999
2017.5,0.0035,75,4.3,0.00595275,-99999999,2.7,0.009170963,0.003434287,0.006773044,0.010869999,4.2,75,0,0.000785485,-99999999,-99999999,0.176024659,0.097418491,-0.023862448,0.003229044,0.002598853,0.003778323,-3.2,0.002244309,0.007512315,0.00618211,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002479545,-99999999
2017.75,-0.00049,75.2,4.4,0.000839135,-99999999,2.8,-0.049373619,0.032750511,-0.02050679,-0.016504195,4.4,74.4,0.000818651,-0.006483308,-99999999,-99999999,-0.306551575,-0.367768181,-0.034631646,0.00023452,0.004264264,0.003331134,-5,0.000387619,0.002300174,0.004936902,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001979219,-99999999
2018,0.00074,75.6,4.2,-0.00301288,-99999999,2.9,0.102585888,-0.045412602,-0.054041245,-0.04167046,4.3,74.8,0.000817111,0,-99999999,-99999999,0.007441206,-0.072776869,0.085983869,-0.000723132,0.005016122,0.001656034,-3.6,-0.001864394,0.005727393,-0.004003543,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001086903,-99999999
2018.25,0.00568,75.5,4,0.008805021,-99999999,3.1,0.008330228,0.068820945,0.01663329,0.017776447,4.1,75.2,-0.000817111,0.001748946,0.020792502,-0.036558498,0.192845231,0.262247484,-0.00351783,0.003753124,0.005464877,0.004112668,-2.5,0.00319819,0.011357305,0.036007738,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000394945,-99999999
2018.5,0.00307,75.6,4.1,0.005854046,-99999999,3.2,-0.094292647,0.012233826,0.000695183,0.000730934,3.8,75,0,0,0.041506093,0.036767981,0.077547873,0.156248867,-0.017975566,-0.001763143,0.004194146,0.002041821,-2.5,0.001193219,0.002819286,0.009850532,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,2.56E-03,-99999999
2018.75,-0.00388,75.8,4,-0.003248848,-99999999,3.4,-0.036942148,0.01698299,0.015697359,0.002327032,3.5,75.5,0.006494244,-0.001908291,0.02127274,0.064315937,-0.278657363,-0.393268507,-0.01548559,-0.00037311,0.003657638,-0.000407597,-2.8,0.001098942,0.007851975,-0.021163382,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001672488,-99999999
2019,-0.00302,76.1,3.8,-0.004991601,-99999999,3.5,0.166861513,-0.015718386,-0.013575064,-0.002455549,3.2,75.4,0.003211064,0.002384056,-0.019010785,-0.059249399,-0.183891074,-0.266011793,0.067419402,0.003072303,-1.18E-05,0.005671837,-6.7,0.003228035,0.025373672,0.009060495,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00206216,-99999999
2019.25,0.00652,76.1,3.9,0.005595724,-99999999,3.6,-0.031149416,0.054880066,0.03822165,0.033180537,3.6,75.4,-0.000800543,0.005042663,-0.00890998,-0.03437702,0.313871455,0.529292168,-0.022223305,0.002570056,0.002017536,-0.001209173,-5.3,5.74E-05,0.004347833,0.020179256,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002840772,-99999999
2019.5,0.0018,76,3.8,0.006533681,-99999999,3.7,-0.061719819,0.014075466,0.029702579,0.028891348,4,74.4,0.001599613,0.000782654,0.022736718,0.002234796,0.141095284,0.168785108,-0.01225468,-0.000664899,0.005392852,0.001209173,-4.7,-4.23E-05,0.005408342,0.014305391,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001466204,-99999999
2019.75,-0.00177,76.5,3.8,-0.003255121,-99999999,3.8,-0.054643007,-0.002388305,-0.001762162,-0.010925827,3.5,75,0.001593743,0.004821224,-0.025519489,-0.007418894,-0.177804501,-0.263191533,-0.054565733,-0.000207947,-0.0007214,0.000804249,-5.3,-5.70E-04,0.005915586,-0.030074795,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.00019537,-99999999
2020,0.00398,76.3,4,0.001667164,-99999999,3.5,0.103555296,-0.050380692,-0.033960259,-0.039568739,4.2,74.4,0.003170047,-0.000774006,-0.055672983,-0.017347875,-0.358845487,-0.4472321,0.042810944,-0.012003861,-99999999,-0.004847989,-2.9,-1.61E-03,-0.005915586,0.002242455,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001951982,-99999999
2020.25,0.00441,75.7,4.1,0.003752935,-99999999,6.6,-0.196841134,-0.267074567,-0.1630315,-0.176311908,4.5,73.8,0.002362442,-0.005457012,-0.101681453,-0.10512884,-99999999,-99999999,-0.051326211,-0.096147854,-99999999,-99999999,-99999999,-0.020070802,0.004842624,0.030790664,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002531893,-99999999
2020.5,0.00821,74.9,4.9,0.012472489,-99999999,6.8,0.033557405,0.253180895,0.149939603,0.14646418,4.6,74,-0.001573532,-0.007277965,0.063397255,0.032148894,-99999999,-99999999,0.154432654,0.063870423,-99999999,-99999999,-39.3,-0.009096308,0.033776298,0.03323814,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00165201,-99999999
2020.75,0.01049,74.6,5.2,0.011431048,-99999999,6.6,0.067900236,0.02889219,0.008625909,0.034992596,4.6,73.5,0.003141384,-0.004329351,0.019563819,0.070613643,-99999999,-99999999,-0.073271475,0.007228853,-99999999,-99999999,-40.9,-0.002700256,0.014937182,0.011115404,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,2.72E-03,-99999999
2021,0.00344,74.7,4.9,0.009564843,-99999999,6.6,0.141752236,-0.048523148,-0.031763445,-0.020031547,4.5,74.2,0.004669878,0.000804995,-0.058465536,-0.017182058,-99999999,-99999999,0.033540137,-0.003425919,-99999999,-99999999,-33.8,0.001718795,0.003572344,0.033508079,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003190412,-99999999
2021.25,0.02026,75,4.7,0.020892106,-99999999,5.6,-0.102181586,0.051286097,0.043616888,0.036656123,4.3,74.3,0.003085587,0.002566001,0.014697031,-0.003967697,0.494850022,0.544068044,-0.028974842,0.024774141,-99999999,-99999999,-19,0.016704564,0.025648879,0.025380201,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004225662,-99999999
2021.5,0.00855,75.3,4.3,0.004603974,-99999999,5,-0.032017512,-0.02251316,-0.012436044,-0.002052531,4.1,74.7,0.001534611,0.00839319,0.018212507,0.048208518,0.822168079,0.549936978,-0.044672863,0.003772089,-99999999,-99999999,-5.1,0.010984321,0.001488465,3.32E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005477444,-99999999
2021.75,0.00968,75.5,4,0.004272025,-99999999,4.5,-0.009462128,-0.009153005,-0.02428908,-0.017507232,4.1,74.2,0.003053049,0.003281248,0.076409734,0.159426364,0.225496115,0.233353912,-0.013446036,0.006966962,-99999999,-99999999,-4.2,0.01054319,0.028831706,1.37E-03,-99999999,-1.00E+08,-99999999,-99999999,-99999999,-99999999,0.010110285,-99999999
2022,0.01295,75.6,3.7,0.010969918,-99999999,-99999999,0.170636436,-99999999,-99999999,-99999999,3.2,75.5,0.018610151,0.0035604,-0.024006595,-0.016848047,-0.003124434,-0.082257725,-99999999,-99999999,-99999999,-99999999,-99999999,0.002157268,-0.011140827,0.0173803,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007542352,-99999999
2022.25,0.01583,75.5,3.8,-99999999,-99999999,-99999999,-0.113781935,-99999999,-99999999,-99999999,3.2,75.4,-0.000729294,-0.0020088,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
