Time,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConstructionOutput_TNH,ConstructionOutput_ANW,ConstructionOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,OvernightVisits,Spending,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
1990.75,-0.01802,72.3,7.5,-0.006498293,-99999999,5.6,-99999999,-0.033984497,-0.059425048,-0.04557405,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.068992872,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991,-0.00295,71.7,8,-0.006154073,-99999999,6.7,-99999999,0.033984497,0.027555414,0.013719504,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.013367808,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.25,0.00688,71,8.7,-0.001774444,-99999999,7.6,-99999999,0.009240657,-0.013180289,-0.011341806,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.021683864,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.5,-0.00406,70.3,9.2,0.008364775,-99999999,8.3,-99999999,-0.033240933,-0.044356991,-0.0243839,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009350717,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.75,-0.01015,69.8,9.5,-0.003942186,-99999999,8.8,-99999999,-0.046855581,-0.009042242,-0.01431762,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.033651966,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992,-0.01189,69.4,9.7,-0.007097923,-99999999,9.4,-99999999,0.016186761,-0.049869525,-0.036160158,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.25,0.00395,69.1,9.8,-0.010410893,-99999999,9.8,-99999999,0.054669096,-0.029825984,-0.030056111,12.4,66.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.08361414,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.5,-0.00348,68.9,9.9,0.001279219,-99999999,10.2,-99999999,0.018288786,-0.050124606,-0.020203386,12.6,66.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.003025721,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.75,-0.0176,68.5,10.4,-0.016931164,-99999999,10.8,-99999999,0.099588096,-0.006986121,-0.008352074,12.5,67.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.038090039,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993,-0.00034,68.4,10.6,0.002207908,-99999999,11,-99999999,-0.122572003,-0.051886748,-0.025013293,13.6,66.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.042122303,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.25,0.01524,68.4,10.4,0.00350947,-99999999,11,-99999999,0.140015894,0.014311548,-0.004224174,13.5,65.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.019920978,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.5,-0.00144,68.5,10.2,0.009079658,-99999999,10.9,-99999999,-0.035617859,-0.002138333,0.008407657,13.7,64.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.009910884,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.75,-0.00588,68.5,10.3,-0.008206704,-99999999,10.6,-99999999,0.052388069,-0.035727802,-0.034090411,14.3,64.6,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.017077261,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994,0.00235,68.7,9.9,0.004770132,-99999999,10.4,-99999999,0.088941083,0.016890091,0.023021627,13.8,64.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008072698,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.25,0.0003,68.8,9.7,0.005996271,-99999999,10.1,-99999999,-0.019183316,0.02522138,0.015470017,13.2,65.3,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.076402538,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.5,0.00311,69,9.4,0.007171611,-99999999,9.8,-99999999,0.019183316,0.024236429,0.017172019,12.3,65.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003717476,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.75,0.0032,69.1,9,-0.002938688,-99999999,9.5,-99999999,-0.079181246,0.06962113,0.052635601,11.9,65.9,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.033006296,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995,-0.00867,69.2,8.9,-0.003807769,-99999999,9,-99999999,0.06279083,-0.058575807,-0.038267386,12,66.3,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.041320432,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.25,0.00464,69.4,8.7,0.004649426,-99999999,8.9,-99999999,0.002775054,0.057553536,0.04219768,12.1,66.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.022868791,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.5,-0.00252,69.6,8.6,0.003767397,-99999999,8.7,-99999999,0.044649596,0.025183546,0.018510575,11.9,66.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-8.84E-03,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.75,-0.00343,69.9,8.3,-0.005874604,-99999999,8.7,-99999999,-0.05870566,0.013627286,0.009884796,11.6,66.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003154155,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996,0.00371,69.9,8.2,0.006291194,-99999999,8.9,-99999999,-0.071253878,-0.016858658,-0.008636823,11.3,66.7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006801853,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.25,0.01385,69.9,8.3,0.00041619,-99999999,8.7,-99999999,0.029289376,0.031581915,0.014903224,11.6,66.4,-99999999,0.0015,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.031832703,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.5,0.00792,70,8.1,0.01672924,-99999999,8.4,-99999999,0.012409258,-0.000905724,-0.00382996,11.5,66.7,-99999999,0.0041,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,2.04E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.75,0.00924,70.3,7.8,0.007539335,-99999999,7.7,-99999999,0.080707766,-0.008237655,0.002019978,11.1,67.1,-99999999,0.0027,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,2.07E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997,0.00502,70.8,7.3,0.005861013,-99999999,6.7,-99999999,0.06366908,0.010648734,0.010158234,10.3,68,-99999999,0.0016,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,3.81E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.25,0.01972,71,7.2,0.008836017,-99999999,6.1,-99999999,0.004364805,0.010393868,0.007804244,9.3,69.1,-99999999,0.0039,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.05358234,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.5,0.01714,71.1,6.8,0.021515142,-99999999,5.8,-99999999,0.004321374,0.006697265,0.002314186,9.3,68.5,-99999999,0.0054,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.053982005,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.75,0.00762,71.2,6.5,-0.003269485,-99999999,5.4,-99999999,0.033105124,0.033894385,0.031703577,9.3,68.1,-99999999,0.0092,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.028084498,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998,0.00747,71.3,6.4,0.010803903,-99999999,5.1,-99999999,0.021378989,0.022903998,0.029712837,8.2,68.5,-99999999,0.0044,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.021155707,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.25,0.01572,71.3,6.3,0.022525305,-99999999,5,-99999999,0.020375759,-0.004075521,-0.008600172,8.6,68.3,-99999999,0.0002,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.039215584,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.5,0.00756,71.6,6.2,0.018511547,-99999999,4.9,-99999999,-0.018483406,-0.00051214,-0.012614174,7.9,69.2,-99999999,0.0031,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.016584143,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.75,-0.00035,71.8,6.1,-0.001946058,-99999999,4.8,-99999999,-0.052097669,0.029706927,0.025203301,7.7,69.9,-99999999,0.008,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001657853,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999,0.00756,71.9,6.2,0.002592811,-99999999,4.5,-99999999,0.040617851,0.023065304,0.020992295,7.7,70.4,-99999999,0.0034,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.024628229,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.25,0.016,71.9,6,0.018038867,-99999999,4.4,-99999999,0.011479818,0.002037351,-0.000788909,7.4,70.5,-99999999,0.0003,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.053666074,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.5,0.01435,72.1,5.9,0.024703016,-99999999,4.3,-99999999,0.01302051,-0.012369983,-0.00189925,7.4,70.4,-99999999,0.0058,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.078811255,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.75,0.01345,72.3,5.8,0.010988063,-99999999,4.1,-99999999,-0.014912864,0.000464486,0.003160818,7,70.6,-99999999,0.0084,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.042372167,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000,0.01745,72.3,5.8,0.010995384,-99999999,3.9,-99999999,0.02218156,-0.027302026,-0.004749896,7.6,70,-99999999,-0.0004,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.0485849,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.25,0.01916,72.5,5.5,0.023041304,-99999999,3.7,-99999999,0.044494219,0.020046062,0.012243301,7.3,69.5,-99999999,0.0019,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.066654322,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.5,-0.00143,72.6,5.3,0.008108112,-99999999,3.5,-99999999,-0.02339074,0.010493532,0.004005582,6.9,69.8,-99999999,0.0088,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.025956055,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.75,0.0037,72.5,5.2,0.012766777,-99999999,3.4,-99999999,-0.047094664,0.026369595,0.04649296,6.8,69.4,-99999999,0.0051,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001130298,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001,0.01232,72.6,5.1,-0.002270496,-99999999,3.2,-99999999,-0.029689996,0.024450007,-0.019731241,6.5,70.1,-99999999,-0.0052,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.023178144,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.25,0.01853,72.7,5,0.015405653,-99999999,3.1,-99999999,0.119268342,0.035408015,0.042806048,6.2,70.4,-99999999,-0.0006,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.050503377,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.5,0.01658,72.5,5.1,0.015349387,-99999999,3.2,-99999999,-0.003124434,0.022814443,0.030642094,6.6,70,-99999999,0.0012,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.037461334,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.75,0.00702,72.6,5.2,-0.008807589,-99999999,3.4,-99999999,0.009306666,0.029113999,0.029987573,7.3,69.8,-99999999,-0.0051,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.017277368,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002,0.01305,72.5,5.2,0.02890144,-99999999,3.4,-99999999,0.060096925,-0.004380044,-0.020712314,6.9,69.5,-99999999,-0.0002,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.029705978,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.25,0.0356,72.7,5.2,0.034277673,-99999999,3.5,-99999999,0.009254723,0.011198515,0.013724965,6.8,69.7,-99999999,-0.0023,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.074113268,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.5,0.02971,72.6,5.3,0.023399454,-99999999,3.5,-99999999,0.049404856,0.020780522,0.025887199,7.1,69.1,-99999999,-0.0018,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.057478668,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.75,0.01958,72.9,5.1,0.021853652,-99999999,3.5,-99999999,-0.010636315,-0.012283895,-0.016746225,6.6,69.6,-99999999,-0.0002,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.03192721,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003,0.01472,72.7,5.2,0.001395325,-99999999,3.5,-99999999,0.068482305,-0.020203386,-0.015421721,7.1,68.7,-99999999,0.0014,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.010443179,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.25,0.01928,72.9,4.9,0.008279097,-99999999,3.6,-99999999,0.017033339,-0.013252732,0.006742395,7.2,68.8,-99999999,0.0036,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.016249106,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.5,0.01491,72.8,5,0.013788285,-99999999,3.5,-99999999,-0.01601267,-0.015658359,0.028785052,7.2,69.4,-99999999,0.0017,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.018774865,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.75,0.01365,72.8,4.9,0.011111225,-99999999,3.5,-99999999,-0.001020669,-0.001451884,-0.030055764,6.9,68.9,-99999999,-0.004,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.018939907,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004,0.02004,73,4.8,-0.000645791,-99999999,3.4,-99999999,-0.046325567,-0.007333133,0.004259516,7,69,-99999999,0.0003,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.019860953,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.25,0.02479,72.9,4.8,0.032069262,-99999999,3.4,-99999999,0.080694469,0.03921906,0.018063151,7,69,-99999999,0.0009,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.03913215,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.5,0.01444,72.9,4.7,0.013300292,-99999999,3.3,-99999999,0.022983907,0.011830737,0.004264792,7.3,68.3,-99999999,-0.0023,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.017133273,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.75,-0.00289,73,4.7,-0.000582555,-99999999,3.3,-99999999,-0.009963397,-0.009808407,-0.004264792,7.2,68.2,-99999999,-0.0013,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.017008812,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005,0.00093,73.1,4.7,0.002839061,-99999999,3.3,-99999999,0.007268697,-0.018549203,-0.017605156,6.7,68.7,-99999999,0.0072,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00467326,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.25,0.01317,72.9,4.8,0.014203269,-99999999,3.3,-99999999,-0.004528659,0.012794632,0.014738515,7.1,68.2,-99999999,0.002,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01984659,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001126083,-99999999
2005.5,0.00037,73,4.7,0.0066422,-99999999,3.4,-99999999,-0.014817454,0.012097185,0.008977418,6.7,68.5,-99999999,0.0031,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004300593,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007757667,-99999999
2005.75,-0.00066,72.7,5.1,0.002789834,-99999999,3.4,-99999999,0.039590453,0.010153652,0.017832777,7.4,68.2,-99999999,0.0022,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006148362,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00375492,-99999999
2006,0.00802,72.9,5.2,0.003567892,-99999999,3.4,-99999999,0.043342821,0.026071777,0.005477195,7.7,68.7,-99999999,0.0009,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.012521831,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007748503,-99999999
2006.25,0.01259,72.8,5.5,0.01753029,-99999999,3.4,-99999999,0.042240917,0.012915656,0.015236425,7.7,68.5,-99999999,0.0008,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.0407408,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006509303,-99999999
2006.5,0.00892,72.8,5.5,0.011602903,-99999999,3.4,-99999999,-0.002833906,0.015836543,0.023637627,8,68.4,-99999999,-0.0011,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.024066109,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004920635,-99999999
2006.75,0.00919,72.7,5.5,0.010141098,-99999999,3.3,-99999999,-0.005004272,0.021569592,0.012403968,7.8,68.7,-99999999,0.0015,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.026638532,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003627662,-99999999
2007,0.00872,72.5,5.5,0.004441011,-99999999,3.1,-99999999,0.039821051,0.020030567,0.011171019,7.2,68.8,-99999999,0.001,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.033406317,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007429669,-99999999
2007.25,0.01521,72.7,5.4,0.018354984,-99999999,2.9,-99999999,-0.020140911,0.014156792,0.022614236,7.3,68.7,-99999999,0.0005,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.044617633,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.010801285,-99999999
2007.5,0.00551,72.7,5.3,0.00850152,-99999999,2.8,-99999999,-0.004837061,0.01297974,-0.003986326,6.2,69.5,-99999999,0.005,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,4.26E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01200761,-99999999
2007.75,-0.00041,72.9,5.2,-0.001920343,-99999999,2.7,-99999999,-0.009128595,0.010230494,0.011187055,6.8,69.1,-99999999,0.0029,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-1.41E-03,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.013011978,-99999999
2008,-0.01099,73,5.2,-0.014823677,-99999999,2.5,-99999999,0.007736625,0.008714444,-0.004423524,6.9,69.9,-99999999,0.0029,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.014840715,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01116625,-99999999
2008.25,-0.0119,72.9,5.4,-0.002415421,-99999999,2.6,-99999999,-0.012732672,-0.006460213,0.020641677,6.8,70.5,0,0.004,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.012006404,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009368462,-99999999
2008.5,-0.02385,72.4,5.9,-0.024999195,-99999999,2.8,-99999999,-0.007238409,0.018078901,0.02600413,7.5,69.7,0.002554681,0.0024,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.048065003,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007407187,-99999999
2008.75,-0.02256,72.2,6.4,-0.027965513,-99999999,3.2,-99999999,-0.051061294,-0.026925283,-0.034159756,7.4,70,0.001906197,0.0024,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.085296511,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.014387234,-99999999
2009,-0.02017,71.7,7.1,-0.017907778,-99999999,3.9,-99999999,-0.034146813,-0.034289342,-0.03178358,8.3,68.9,0.001266166,-0.0087,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.026409372,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005270012,-99999999
2009.25,0.01246,70.8,7.8,0.014132308,-99999999,4.2,-99999999,0.034146813,0,-0.004318743,9.1,67.6,0.00252131,-0.0017,-99999999,-99999999,-99999999,0.122244773,-99999999,-99999999,0.025285667,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000578151,-99999999
2009.5,0.01684,70.6,7.8,0.015382116,-99999999,4.4,-99999999,0.008133093,-0.015702307,0.005807103,9.2,67.5,0.003131192,-0.0068,-99999999,-99999999,-99999999,0.067060879,-99999999,-99999999,0.053380865,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-4.52E-03,-99999999
2009.75,0.00528,70.6,7.8,0.007211167,-99999999,4.4,-99999999,0.045112419,-0.003674141,-0.013943378,9.3,67.6,0.008036996,-0.0022,-99999999,-99999999,-99999999,-0.064565414,-99999999,-99999999,0.009736369,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-6.71E-03,-99999999
2010,0.00206,70.2,8,-0.000526538,-99999999,4.4,-99999999,0.02181636,0.024946595,0.017069301,9.2,67.3,0.000612114,0.0022,-99999999,-99999999,-99999999,-0.092422284,-99999999,-99999999,0.037615055,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.002797016,-99999999
2010.25,0.01528,70.4,7.9,0.009747641,-99999999,4.3,-99999999,0.075989844,0.039725611,0.035028744,9.5,67.7,0,0.0027,-99999999,-99999999,-99999999,0.136817988,-99999999,-99999999,0.01440202,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000103724,-99999999
2010.5,-0.00353,70.7,7.8,0.003234618,-99999999,4.2,-99999999,0.05005691,0.031859718,0.0184728,9.2,68.3,-0.008025571,-0.0029,-99999999,-99999999,-99999999,0.012359866,-99999999,-99999999,0.019325325,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,5.83E-03,-99999999
2010.75,-0.01152,70.4,7.9,-0.01085383,-99999999,4.2,-99999999,0.01068715,-0.014363343,-0.008609534,9.2,68.1,-0.002499543,0.0044,-99999999,-99999999,-99999999,-0.010435147,-99999999,-99999999,-0.016474514,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009877146,-99999999
2011,-0.00158,70.5,7.8,-0.007934481,-99999999,4.2,-99999999,-0.017329467,-0.017378838,-0.023854962,9.2,68.2,-0.001884144,-0.0004,-99999999,-99999999,-99999999,-0.097875061,-99999999,-99999999,0.006075251,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011114304,-99999999
2011.25,0.01157,70.5,7.9,0.005482454,-99999999,4.5,-99999999,0.057391407,0.051151705,0.05404496,9.9,67.5,-0.005701979,0.0014,-99999999,-99999999,-99999999,0.081882983,-99999999,-99999999,-0.004139556,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009493372,-99999999
2011.5,-0.00044,70.1,8.3,0.004611272,-99999999,4.6,-99999999,-0.011628982,0.022258021,0.031547723,10.2,66.9,-0.001277338,0.0071,-99999999,-99999999,-99999999,0.090992539,-99999999,-99999999,0.032525496,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.012887122,-99999999
2011.75,-0.00475,70.2,8.4,-0.006440648,-99999999,4.7,-99999999,0.001550101,0.002611617,-0.004273798,10.4,66.7,-0.001281106,0.0023,-99999999,-99999999,-99999999,-0.064648056,-99999999,-99999999,-1.05E-02,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.013966018,-99999999
2012,-0.00547,70.5,8.2,-0.002870421,-99999999,4.4,-99999999,-0.017953417,-0.065615315,-0.037293521,10,66.8,-0.000641973,0.0115,-99999999,-99999999,-99999999,-0.100414298,-99999999,-99999999,-0.006540644,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011126202,-99999999
2012.25,0.00592,70.9,8,0.010604238,-99999999,4.2,-99999999,0.033894712,0.004910124,0.001712134,8.9,68.3,-0.005170233,0.0006,-99999999,-99999999,-99999999,0.116850963,-99999999,-99999999,0.05508668,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,1.35E-02,-99999999
2012.5,-0.00276,71.1,7.9,0.000627726,-99999999,4.1,-99999999,-0.015062954,0.006922385,0.019169781,9.1,68.9,0.002592811,0.0008,-99999999,-99999999,-99999999,0.106938677,-99999999,-99999999,0.005348184,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.01311172,-99999999
2012.75,-0.00262,71.4,7.8,-0.003719569,-99999999,4.2,-99999999,0.03624558,0.010686223,0.004936452,8.8,69.7,0,0.0009,-99999999,-99999999,-99999999,-0.102907262,-99999999,-99999999,0.016957619,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.009414092,-99999999
2013,0.00035,71.2,7.8,-0.000415284,-99999999,3.9,-99999999,-0.036999585,-0.046365709,-0.037469538,8.7,69.7,0,0.0078,-99999999,-99999999,-99999999,-0.084840786,-99999999,-99999999,-0.004648077,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007779115,-99999999
