,UKQuarterlyHPI,UKEmp,UKUnEmp,UKMonthlyHousePrice,RegCBI,RegCC,BusinessBirths,ConstructionOutput_TNH,ConstructionOutput_ANW,ConstructionOutput_AW,Unemployment,Employment,PublicEMP,WorkforceJobs,Exports,Imports,PayrollEMP,PayrollPayMedian,HousePrice,PMIAC,PMINB,PMIOB,PMICH,PMIPR,PMIEM,HousingRental,PMIFU
Tcode,5,1,1,5,1,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
lag ,0,2,2,2,1,0,1,2,2,2,2,2,3,3,4,4,0,0,2,0,0,0,0,0,0,0,0
1990,-0.013693,72.8,6.9,-0.009467,-99999999,9.1,-99999999,-0.044017,-0.005752,0.002757,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.25,-0.004427,72.8,6.9,-0.003922,-99999999,8.9,-99999999,0.038753,0.037426,0.024925,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.5,-0.012982,72.7,7.1,0.00781,-99999999,9.1,-99999999,0.010465,-0.025997,-0.021276,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1990.75,-0.018016,72.3,7.5,-0.006498,-99999999,9.5,-99999999,0.029963,0.006994,0.012537,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991,-0.002951,71.7,8,-0.006154,-99999999,10.1,-99999999,-0.198368,-0.031651,-0.0311,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.25,0.006882,71,8.7,-0.001774,-99999999,10.6,-99999999,0.057039,-0.050593,-0.0335,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.5,-0.004056,70.3,9.2,0.008365,-99999999,10.9,-99999999,0,0.038487,0.027773,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1991.75,-0.010149,69.8,9.5,-0.003942,-99999999,11,-99999999,0.056318,0.079692,0.051579,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992,-0.01189,69.4,9.7,-0.007098,-99999999,11.1,-99999999,-0.083902,-0.084321,-0.054471,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.25,0.003947,69.1,9.8,-0.010411,-99999999,11.2,-99999999,0.014011,0.001548,-0.007808,12.2,63.7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.5,-0.003477,68.9,9.9,0.001279,-99999999,11.4,-99999999,0.069891,0.004612,0.020203,12.9,63.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.050448,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1992.75,-0.017601,68.5,10.4,-0.016931,-99999999,12.1,-99999999,-0.017973,-0.053645,-0.042428,13,62.5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.055456,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993,-0.000344,68.4,10.6,0.002208,-99999999,12,-99999999,-0.08783,-0.06522,-0.047026,12.5,63,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.03249,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.25,0.015235,68.4,10.4,0.003509,-99999999,12.3,-99999999,0.014723,0.068667,0.037596,12.5,63.1,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.035483,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.5,-0.00144,68.5,10.2,0.00908,-99999999,12.2,-99999999,0.085172,0.048666,0.045228,13.5,62.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.02265,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1993.75,-0.005884,68.5,10.3,-0.008207,-99999999,11.9,-99999999,0.039767,-0.010877,-0.005765,12.5,63,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.026642,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994,0.002349,68.7,9.9,0.00477,-99999999,12,-99999999,0.005395,0.019989,0.019852,12.7,62.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011929,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.25,0.000298,68.8,9.7,0.005996,-99999999,11.8,-99999999,0.069239,0.05893,0.02947,12.7,62.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.007937,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.5,0.00311,69,9.4,0.007172,-99999999,11.5,-99999999,-0.023481,-0.00528,0.001723,11.8,62.3,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.041937,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1994.75,0.003199,69.1,9,-0.002939,-99999999,11.3,-99999999,-0.040429,-0.04768,-0.022956,12.9,61.8,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995,-0.008665,69.2,8.9,-0.003808,-99999999,10.9,-99999999,-0.027323,0.00148,-0.000908,11.7,62.4,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.048933,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.25,0.004642,69.4,8.7,0.004649,-99999999,10.8,-99999999,-0.023168,0.036803,0.018673,11.5,63,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001284,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.5,-0.002522,69.6,8.6,0.003767,-99999999,10.6,-99999999,-0.085172,0,0.014549,11.2,63.7,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.011037,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1995.75,-0.003431,69.9,8.3,-0.005875,-99999999,10.5,-99999999,0.021189,0.026329,0.020548,11.1,64.2,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.010735,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996,0.003711,69.9,8.2,0.006291,-99999999,10.5,-99999999,-0.09177,-0.007732,-0.005656,10.8,64.5,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.013069,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.25,0.013854,69.9,8.3,0.000416,-99999999,10.3,-99999999,0.124939,0.078314,0.038127,10.4,64.4,-99999999,0.003611,-99999999,-99999999,-99999999,-99999999,0.025878,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.5,0.00792,70,8.1,0.016729,-99999999,9.8,-99999999,0,0.053078,0.044564,10.9,64,-99999999,-0.0012,-99999999,-99999999,-99999999,-99999999,0.005451,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1996.75,0.009237,70.3,7.8,0.007539,-99999999,9,-99999999,0.053982,-0.053078,-0.034986,9.7,64.7,-99999999,0.001999,-99999999,-99999999,-99999999,-99999999,-0.010415,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997,0.005017,70.8,7.3,0.005861,-99999999,8.1,-99999999,-0.029158,-0.022276,-0.016334,9.8,65,-99999999,-0.005619,-99999999,-99999999,-99999999,-99999999,0.002319,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.25,0.019723,71,7.2,0.008836,-99999999,7.8,-99999999,0.082187,0.003415,0.009726,9.9,65,-99999999,0.009589,-99999999,-99999999,-99999999,-99999999,0.043342,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.5,0.01714,71.1,6.8,0.021515,-99999999,7.6,-99999999,-0.036429,-0.003415,0.003684,8.9,65.3,-99999999,-0.002378,-99999999,-99999999,-99999999,-99999999,-0.019409,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1997.75,0.007624,71.2,6.5,-0.003269,-99999999,7.4,-99999999,0.109747,0.048605,0.034536,8.3,65.3,-99999999,0.009433,-99999999,-99999999,-99999999,-99999999,0.013815,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998,0.007472,71.3,6.4,0.010804,-99999999,7.1,-99999999,-0.053796,-0.027416,-0.015167,8.5,65,-99999999,0.001552,-99999999,-99999999,-99999999,-99999999,0.009139,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.25,0.015716,71.3,6.3,0.022525,-99999999,6.8,-99999999,-0.004799,0.014977,0.002797,8.4,64.4,-99999999,-0.001164,-99999999,-99999999,-99999999,-99999999,0.025923,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.5,0.007558,71.6,6.2,0.018512,-99999999,6.8,-99999999,0.004799,0.034357,0.041836,8.5,63.8,-99999999,-0.001167,-99999999,-99999999,-99999999,-99999999,0.011849,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1998.75,-0.000348,71.8,6.1,-0.001946,-99999999,6.9,-99999999,0.02773,0.005791,-0.010249,9.4,63.9,-99999999,-0.013851,-99999999,-99999999,-99999999,-99999999,-0.011133,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999,0.007562,71.9,6.2,0.002593,-99999999,7.1,-99999999,-0.032529,-0.029758,-0.0372,9.6,63.5,-99999999,0.001205,-99999999,-99999999,-99999999,-99999999,-0.010719,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.25,0.016,71.9,6,0.018039,-99999999,7,-99999999,-0.019744,0.023967,0.00141,9.7,63.6,-99999999,-0.002413,-99999999,-99999999,-99999999,-99999999,0.046515,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.5,0.014352,72.1,5.9,0.024703,-99999999,6.8,-99999999,0.038629,0.03364,0.059134,9.8,64.6,-99999999,0.005211,-99999999,-99999999,-99999999,-99999999,0.001431,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
1999.75,0.013446,72.3,5.8,0.010988,-99999999,6.4,-99999999,-0.086637,-0.013701,-0.013095,8.2,65.9,-99999999,0.004755,-99999999,-99999999,-99999999,-99999999,0.011632,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000,0.01745,72.3,5.8,0.010995,-99999999,6.5,-99999999,0.011136,-0.040836,-0.021411,9,65.4,-99999999,-0.005154,-99999999,-99999999,-99999999,-99999999,0.007833,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.25,0.019157,72.5,5.5,0.023041,-99999999,6.3,-99999999,-0.011136,-0.003069,-0.008733,9,66.3,-99999999,0.003179,-99999999,-99999999,-99999999,-99999999,0.006654,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.5,-0.001426,72.6,5.3,0.008108,-99999999,5.9,-99999999,-0.053982,-0.039753,-0.013788,9,66,-99999999,-0.000793,-99999999,-99999999,-99999999,-99999999,0.008723,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2000.75,0.003701,72.5,5.2,0.012767,-99999999,5.8,-99999999,-0.026329,0.025136,-0.002811,7.5,66.1,-99999999,-0.011657,-99999999,-99999999,-99999999,-99999999,0.018626,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001,0.012317,72.6,5.1,-0.00227,-99999999,5.7,-99999999,0,-0.03194,-0.007825,7.9,65.8,-99999999,0.004862,-99999999,-99999999,-99999999,-99999999,-0.015499,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.25,0.018535,72.7,5,0.015406,-99999999,5.4,-99999999,0.019895,0.026598,0.018962,7.5,66.3,-99999999,0.001207,-99999999,-99999999,-99999999,-99999999,0.052621,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.5,0.016583,72.5,5.1,0.015349,-99999999,5.3,-99999999,0.006434,0.016868,-0.001377,7.1,66.3,-99999999,0.001604,-99999999,-99999999,-99999999,-99999999,0.027436,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2001.75,0.007022,72.6,5.2,-0.008808,-99999999,5.4,-99999999,0.036723,0.020203,0.018225,6.9,66.8,-99999999,0.005963,-99999999,-99999999,-99999999,-99999999,0.039397,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002,0.013051,72.5,5.2,0.028901,-99999999,5.1,-99999999,0.011582,-0.022276,0.014944,7.5,66.6,-99999999,0.000789,-99999999,-99999999,-99999999,-99999999,0.01122,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.25,0.035597,72.7,5.2,0.034278,-99999999,5,-99999999,0.005677,0.033962,0.01568,6.5,66.7,-99999999,0.003141,-99999999,-99999999,-99999999,-99999999,0.075788,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.5,0.029713,72.6,5.3,0.023399,-99999999,4.9,-99999999,0.081992,0.071589,0.053269,6.3,66.7,-99999999,0.007371,-99999999,-99999999,-99999999,-99999999,0.055768,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2002.75,0.019576,72.9,5.1,0.021854,-99999999,4.7,-99999999,0.103399,0.04265,0.042531,7.1,65.8,-99999999,-0.003476,-99999999,-99999999,-99999999,-99999999,0.075231,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003,0.014723,72.7,5.2,0.001395,-99999999,4.6,-99999999,0.031922,-0.029015,-0.043076,6.8,65.7,-99999999,0.000775,-99999999,-99999999,-99999999,-99999999,0.034445,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.25,0.019278,72.9,4.9,0.008279,-99999999,4.5,-99999999,0.029735,0.010916,0.033585,6,66.4,-99999999,0.005003,-99999999,-99999999,-99999999,-99999999,0.091133,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.5,0.014909,72.8,5,0.013788,-99999999,4.4,-99999999,0.056793,0.033338,0.023587,6.6,66.6,-99999999,0.00343,-99999999,-99999999,-99999999,-99999999,0.072618,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2003.75,0.013646,72.8,4.9,0.011111,-99999999,4.2,-99999999,0.029776,0.024269,0.021918,6.2,67.7,-99999999,0.003026,-99999999,-99999999,-99999999,-99999999,0.055432,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004,0.020035,73,4.8,-0.000646,-99999999,4,-99999999,0.047064,-0.010926,-0.00228,5.6,68,-99999999,-0.000377,-99999999,-99999999,-99999999,-99999999,0.038008,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.25,0.024791,72.9,4.8,0.032069,-99999999,3.8,-99999999,-0.002354,-0.014056,-0.024447,5.4,67.7,-99999999,-0.003409,-99999999,-99999999,-99999999,-99999999,0.134731,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.5,0.014441,72.9,4.7,0.0133,-99999999,3.8,-99999999,0.007024,-0.010849,0.006242,5.9,67.9,-99999999,0.006417,-99999999,-99999999,-99999999,-99999999,0.03736,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2004.75,-0.002889,73,4.7,-0.000583,-99999999,3.8,-99999999,0.013716,-0.003677,-0.000477,6.3,67.7,-99999999,-0.005278,-99999999,-99999999,-99999999,-99999999,0.026985,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005,0.000927,73.1,4.7,0.002839,-99999999,3.7,-99999999,0.013296,0.001475,-0.002873,5.6,68.5,-99999999,0.005278,-99999999,-99999999,-99999999,-99999999,-0.008099,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999
2005.25,0.013168,72.9,4.8,0.014203,-99999999,3.8,-99999999,0.01921,0.005122,0.007147,6.8,68.4,-99999999,0.007799,-99999999,-99999999,-99999999,-99999999,0.052076,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.010654,-99999999
2005.5,0.000367,73,4.7,0.006642,-99999999,3.8,-99999999,0,0.018514,0.026134,6.6,67.8,-99999999,0.006937,-99999999,-99999999,-99999999,-99999999,0.022013,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005584,-99999999
2005.75,-0.000662,72.7,5.1,0.00279,-99999999,3.9,-99999999,-0.004196,0.024397,0,6.5,68.2,-99999999,0.002168,-99999999,-99999999,-99999999,-99999999,0.015014,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00835,-99999999
2006,0.008015,72.9,5.2,0.003568,-99999999,3.9,-99999999,0.012469,0.041453,0.033803,6.5,69.3,-99999999,-0.004347,-99999999,-99999999,-99999999,-99999999,0.005645,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007759,-99999999
2006.25,0.012591,72.8,5.5,0.01753,-99999999,4.1,-99999999,-0.016706,0.014144,0.012977,6,69.8,-99999999,0.003625,-99999999,-99999999,-99999999,-99999999,0.041906,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00866,-99999999
2006.5,0.008921,72.8,5.5,0.011603,-99999999,4.1,-99999999,0.022808,-0.004078,-0.003208,6.7,68.7,-99999999,-0.001084,-99999999,-99999999,-99999999,-99999999,0.01952,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005341,-99999999
2006.75,0.009195,72.7,5.5,0.010141,-99999999,4.1,-99999999,0.01781,0.001169,0.043619,6.6,68.9,-99999999,0.003604,-99999999,-99999999,-99999999,-99999999,0.018129,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005721,-99999999
2007,0.008719,72.5,5.5,0.004441,-99999999,4,-99999999,0.033567,-0.002341,-0.018594,6.7,69.1,-99999999,-0.004691,-99999999,-99999999,-99999999,-99999999,-0.014397,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.008805,-99999999
2007.25,0.015208,72.7,5.4,0.018355,-99999999,4,-99999999,0.031158,0.040859,0.047123,6.3,69.8,-99999999,0.001449,-99999999,-99999999,-99999999,-99999999,0.041038,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000582,-99999999
2007.5,0.005508,72.7,5.3,0.008502,-99999999,3.9,-99999999,0.047425,0.033898,0.02709,6.2,69.7,-99999999,-0.002539,-99999999,-99999999,-99999999,-99999999,0.004722,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005995,-99999999
2007.75,-0.000406,72.9,5.2,-0.00192,-99999999,3.8,-99999999,-0.007553,-0.016105,-0.013334,5.6,69.8,-99999999,0.003622,-99999999,-99999999,-99999999,-99999999,0.001453,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.011494,-99999999
2008,-0.010988,73,5.2,-0.014824,-99999999,3.8,-99999999,-0.003058,0.022968,0.02906,6.4,68.4,-99999999,-0.001807,-99999999,-99999999,-99999999,-99999999,-0.03631,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006959,-99999999
2008.25,-0.011902,72.9,5.4,-0.002415,-99999999,4.1,-99999999,-0.046953,0.001941,-0.004971,7.5,68.5,0.001624,0,-99999999,-99999999,-99999999,-99999999,0.014093,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007249,-99999999
2008.5,-0.023852,72.4,5.9,-0.024999,-99999999,4.6,-99999999,-0.026436,0.001932,0.037111,8.1,68.1,-0.001624,0,-99999999,-99999999,-99999999,-99999999,-0.065107,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005903,-99999999
2008.75,-0.022557,72.2,6.4,-0.027966,-99999999,5.5,-99999999,-0.062428,-0.04839,-0.074275,8.2,68.1,0.001624,0.006828,-99999999,-99999999,-99999999,-99999999,-0.053818,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.006583,-99999999
2009,-0.020174,71.7,7.1,-0.017908,-99999999,6.3,-99999999,-0.06555,-0.055077,-0.046287,8.1,67.7,0,-0.00719,-99999999,-99999999,-99999999,-99999999,-0.026936,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004459,-99999999
2009.25,0.012459,70.8,7.8,0.014132,-99999999,6.8,-99999999,-0.030312,-0.031057,-0.02614,9.8,65.3,0,-0.003275,-99999999,-99999999,-99999999,-99999999,0.031484,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.004618,-99999999
2009.5,0.016844,70.6,7.8,0.015382,-99999999,6.8,-99999999,-0.046922,-0.053046,-0.029963,9.7,65.9,0.001617,-0.00183,-99999999,-99999999,-99999999,-99999999,0.023733,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003937,-99999999
2009.75,0.005276,70.6,7.8,0.007211,-99999999,6.8,-99999999,-0.020898,-0.019744,0.009798,9.4,67,-0.003241,-0.000367,-99999999,-99999999,-99999999,-99999999,0.01191,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.000594,-99999999
2010,0.00206,70.2,8,-0.000527,-99999999,6.6,-99999999,0.106624,-0.001287,-0.079596,9.5,66.7,0.004853,0,-99999999,-99999999,-99999999,-99999999,-0.016897,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.003629,-99999999
2010.25,0.015278,70.4,7.9,0.009748,-99999999,6.4,-99999999,0.113935,0.064619,0.052106,9.5,67.5,-0.004853,-0.001103,-99999999,-99999999,-99999999,-99999999,0.004139,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000081,-99999999
2010.5,-0.003528,70.7,7.8,0.003235,-99999999,6.4,-99999999,-0.005336,0.033755,0.009443,9,67.9,-0.009871,-0.0093,-99999999,-99999999,-99999999,-99999999,-0.011362,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001756,-99999999
2010.75,-0.011525,70.4,7.9,-0.010854,-99999999,6.4,-99999999,-0.020111,-0.010717,0.009108,10,65.5,-0.003341,-0.00644,-99999999,-99999999,-99999999,-99999999,-0.020966,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.005937,-99999999
2011,-0.001582,70.5,7.8,-0.007934,-99999999,6.6,-99999999,-0.040568,-0.027254,-0.019562,10.2,65.4,-0.00168,0.004556,-99999999,-99999999,-99999999,-99999999,-0.033794,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001124,-99999999
2011.25,0.011572,70.5,7.9,0.005482,-99999999,6.8,-99999999,0.038656,0.021088,-0.019377,10,66.3,-0.011946,0,-99999999,-99999999,-99999999,-99999999,0.033655,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002733,-99999999
2011.5,-0.000435,70.1,8.3,0.004611,-99999999,7.3,-99999999,-0.032441,0.009283,0.019105,11.6,64.7,-0.001734,0.001884,-99999999,-99999999,-99999999,-99999999,-0.020563,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.007351,-99999999
2011.75,-0.00475,70.2,8.4,-0.006441,-99999999,7.3,-99999999,-0.027844,0.011652,-0.014331,11.2,66.2,0,0.001501,-99999999,-99999999,-99999999,-99999999,-0.016408,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001814,-99999999
2012,-0.005471,70.5,8.2,-0.00287,-99999999,7.5,-99999999,-0.065197,-0.034399,-0.022302,11.2,66.6,-0.001741,0.008534,-99999999,-99999999,-99999999,-99999999,0.011164,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000047,-99999999
2012.25,0.005919,70.9,8,0.010604,-99999999,7.6,-99999999,-0.019044,0.005472,0.003543,10.3,66.6,-0.007033,-0.017622,-99999999,-99999999,-99999999,-99999999,0.00702,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,-0.001181,-99999999
2012.5,-0.002759,71.1,7.9,0.000628,-99999999,7.7,-99999999,-0.062155,-0.016333,-0.001638,9.5,67.8,-0.00356,-0.000766,-99999999,-99999999,-99999999,-99999999,0.006369,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001126,-99999999
2012.75,-0.002621,71.4,7.8,-0.00372,-99999999,7.7,-99999999,-0.003345,-0.010099,-0.015188,9.7,67.6,0.001784,0.003056,-99999999,-99999999,-99999999,-99999999,-0.028612,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.003527,-99999999
2013,0.000351,71.2,7.8,-0.000415,-99999999,6.9,-99999999,-0.073676,-0.050193,-0.032923,9.7,66.3,-0.003574,0.004167,-99999999,-99999999,-99999999,-99999999,0.002616,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000533,-99999999
2013.25,0.011145,71.3,7.7,0.010111,-99999999,6.6,-99999999,0.08297,0.04216,0.054405,10.2,66.5,-0.003604,-0.001132,-99999999,-99999999,-99999999,-99999999,0.004195,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.001124,-99999999
2013.5,0.009304,71.7,7.6,0.008576,-99999999,6,-99999999,0.011626,0.023903,0.025431,10,67.4,0,0.003763,-99999999,-99999999,-99999999,-99999999,0.029775,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.002161,-99999999
2013.75,0.008871,72,7.2,0.004594,-99999999,5.6,-99999999,0.078017,0.054968,0.033536,10,67.5,0,-0.00075,-99999999,-99999999,-99999999,-99999999,-0.024358,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000355,-99999999
2014,0.009067,72.5,6.8,0.003805,-99999999,5.3,-99999999,0.046904,-0.004122,-0.016637,10.1,69,-0.005463,0.002246,-99999999,-99999999,-99999999,-99999999,0.000373,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000516,-99999999
2014.25,0.020058,72.8,6.3,0.017868,-99999999,4.8,-99999999,0.10233,0.047682,0.033968,9.3,69.7,-0.00368,0.003718,-99999999,-99999999,-99999999,-99999999,0.041265,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.00078,-99999999
2014.5,0.005243,73,6,0.011592,-99999999,4.4,-99999999,0.042937,0.053131,0.054553,9.1,69,-0.001852,-0.00484,-99999999,-99999999,-99999999,-99999999,-0.008006,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000996,-99999999
2014.75,0.00044,73.2,5.7,-0.001061,-99999999,4,-99999999,0.021085,0.019573,0.006742,8,70,0,-0.0015,-99999999,-99999999,0.000304,0.012382,-0.012151,-99999999,-99999999,-99999999,-99999999,-99999999,-99999999,0.000831,-99999999
